Name,Price,Availability,Brand,Description,Category,Rating,Review,Star,Date,Labels
"Amazon Basics Woodcased #2 Pencils, Pre-sharpened, HB Lead Bulk Box, 150 Count, Yellow",16,In Stock,Visit the Amazon Basics Store,"Product Description
Amazon Basics Woodcased #2 Pencils, Pre-sharpened, HB Lead - Box of 150, Bulk Box
From the Manufacturer
Amazon Basics",Office Products,4.8,"I asked my child's teacher what she needed in the class half way through the year. She told me if she could pick one thing it would be pencils. This is an awesome bulk pack of pencils! Great price, they work just as well as Ticonderoga ones do! Long lasting as long as your little do not lose it. Erases just fine unlike other generic brands.",5.0 out of 5 stars,"Reviewed in the United States on April 12, 2024",positive
"Amazon Basics Woodcased #2 Pencils, Pre-sharpened, HB Lead Bulk Box, 150 Count, Yellow",16,In Stock,Visit the Amazon Basics Store,"Product Description
Amazon Basics Woodcased #2 Pencils, Pre-sharpened, HB Lead - Box of 150, Bulk Box
From the Manufacturer
Amazon Basics",Office Products,4.8,"As a tutor, it's great to have so many PRE SHARPENED pencils to have...excellent price for the quantity and they're durable and don't break easily, good lead quality and quantity!",5.0 out of 5 stars,"Reviewed in the United States on May 18, 2024",positive
"Amazon Basics Woodcased #2 Pencils, Pre-sharpened, HB Lead Bulk Box, 150 Count, Yellow",16,In Stock,Visit the Amazon Basics Store,"Product Description
Amazon Basics Woodcased #2 Pencils, Pre-sharpened, HB Lead - Box of 150, Bulk Box
From the Manufacturer
Amazon Basics",Office Products,4.8,Great pencils quick delivery. Bought this for my kid's teacher. They come pre sharpened which make it convenient for the kids.,5.0 out of 5 stars,"Reviewed in Canada on March 10, 2024",positive
"Amazon Basics Woodcased #2 Pencils, Pre-sharpened, HB Lead Bulk Box, 150 Count, Yellow",16,In Stock,Visit the Amazon Basics Store,"Product Description
Amazon Basics Woodcased #2 Pencils, Pre-sharpened, HB Lead - Box of 150, Bulk Box
From the Manufacturer
Amazon Basics",Office Products,4.8,"Buena calidad, excelentes acabados.",5.0 out of 5 stars,"Reviewed in Mexico on May 25, 2023",neutral
"Amazon Basics Woodcased #2 Pencils, Pre-sharpened, HB Lead Bulk Box, 150 Count, Yellow",16,In Stock,Visit the Amazon Basics Store,"Product Description
Amazon Basics Woodcased #2 Pencils, Pre-sharpened, HB Lead - Box of 150, Bulk Box
From the Manufacturer
Amazon Basics",Office Products,4.8,,5.0 out of 5 stars,"Reviewed in Canada on November 30, 2022",neutral
"Amazon Basics Woodcased #2 Pencils, Pre-sharpened, HB Lead Bulk Box, 150 Count, Yellow",16,In Stock,Visit the Amazon Basics Store,"Product Description
Amazon Basics Woodcased #2 Pencils, Pre-sharpened, HB Lead - Box of 150, Bulk Box
From the Manufacturer
Amazon Basics",Office Products,4.8,"These are great, they hold up great in a power sharpener. Eraser ends are great. My kids love having access to plenty of pencils, so the bulk box is perfect.",5.0 out of 5 stars,"Reviewed in Spain on April 22, 2024",positive
"Amazon Basics Woodcased #2 Pencils, Pre-sharpened, HB Lead Bulk Box, 150 Count, Yellow",16,In Stock,Visit the Amazon Basics Store,"Product Description
Amazon Basics Woodcased #2 Pencils, Pre-sharpened, HB Lead - Box of 150, Bulk Box
From the Manufacturer
Amazon Basics",Office Products,4.8,"La calidad es buena para el precio que tiene. Al menos no se rompen con facilidad, y como mi hija está todo el día escribiendo y dibujando con lápices, esto me viene fenomenal para no gastarme una cantidad enorme en lápices al año.",5.0 out of 5 stars,"Reviewed in Italy on March 25, 2024",neutral
"Amazon Basics Woodcased #2 Pencils, Pre-sharpened, HB Lead Bulk Box, 150 Count, Yellow",16,In Stock,Visit the Amazon Basics Store,"Product Description
Amazon Basics Woodcased #2 Pencils, Pre-sharpened, HB Lead - Box of 150, Bulk Box
From the Manufacturer
Amazon Basics",Office Products,4.8,,,,neutral
"Amazon Basics Woodcased #2 Pencils, Pre-sharpened, HB Lead Bulk Box, 150 Count, Yellow",16,In Stock,Visit the Amazon Basics Store,"Product Description
Amazon Basics Woodcased #2 Pencils, Pre-sharpened, HB Lead - Box of 150, Bulk Box
From the Manufacturer
Amazon Basics",Office Products,4.8,"Mio figlio ha la tendenza a perdere le matite a scuola, quindi ero alla ricerca di un prodotto resistente e dal prezzo accessibile. queste matite si sono rivelate la scelta perfetta!
Le Consiglio vivamente a tutti i genitori che cercano matite resistenti e convenienti per i loro figli :)",,,positive
"Amazon Basics Woodcased #2 Pencils, Pre-sharpened, HB Lead Bulk Box, 150 Count, Yellow",16,In Stock,Visit the Amazon Basics Store,"Product Description
Amazon Basics Woodcased #2 Pencils, Pre-sharpened, HB Lead - Box of 150, Bulk Box
From the Manufacturer
Amazon Basics",Office Products,4.8,,,,neutral
"EXPO Low Odor Dry Erase Markers, Chisel Tip, Assorted Colors, 12 Count",12,Out of Stock,Visit the EXPO Store,"Expo Low Odor Dry Erase Markers feature vivid ink that’s easy to see from a distance and provides consistent color quality. These Expo dry erase markers erase cleanly and easily from whiteboards and other nonporous surfaces with a dry cloth or Expo eraser. The dry erase marker ink is specially formulated to be low-odor making it perfect for use in classrooms, offices and homes. Use your colorful Expo dry erase markers to track, schedule and present.",Office Products,4.8,"Expo dry erase markers are the best for writing on whiteboards. They have no odor which is perfect for classrooms or offices. The variety of vivid colors in this pack is excellent. They truly stand out. I’ve tried other brands of dry erase markers but this one last so much longer. They erase cleanly and easily too.

On a side note, I have a toddler in the house who loves this markers but always forget to but the cap one and they don’t dry out. Big plus if you have kids in the house.",5.0 out of 5 stars,"Reviewed in the United States on January 8, 2024",positive
"EXPO Low Odor Dry Erase Markers, Chisel Tip, Assorted Colors, 12 Count",12,Out of Stock,Visit the EXPO Store,"Expo Low Odor Dry Erase Markers feature vivid ink that’s easy to see from a distance and provides consistent color quality. These Expo dry erase markers erase cleanly and easily from whiteboards and other nonporous surfaces with a dry cloth or Expo eraser. The dry erase marker ink is specially formulated to be low-odor making it perfect for use in classrooms, offices and homes. Use your colorful Expo dry erase markers to track, schedule and present.",Office Products,4.8,They work great just as expected. Keeps my daughter active with her drawings and arts . She loves the fact it has various colors. Easy and smooth to write or draw on the white board. Seem to still work after my daughter leaves them uncapped.,5.0 out of 5 stars,"Reviewed in the United States on April 23, 2024",positive
"EXPO Low Odor Dry Erase Markers, Chisel Tip, Assorted Colors, 12 Count",12,Out of Stock,Visit the EXPO Store,"Expo Low Odor Dry Erase Markers feature vivid ink that’s easy to see from a distance and provides consistent color quality. These Expo dry erase markers erase cleanly and easily from whiteboards and other nonporous surfaces with a dry cloth or Expo eraser. The dry erase marker ink is specially formulated to be low-odor making it perfect for use in classrooms, offices and homes. Use your colorful Expo dry erase markers to track, schedule and present.",Office Products,4.8,"Got these markers in the mail the other day, and they work really great! Loved the quality! They don’t leave ugly streaks on my whiteboard.",5.0 out of 5 stars,"Reviewed in the United States on May 15, 2024",positive
"EXPO Low Odor Dry Erase Markers, Chisel Tip, Assorted Colors, 12 Count",12,Out of Stock,Visit the EXPO Store,"Expo Low Odor Dry Erase Markers feature vivid ink that’s easy to see from a distance and provides consistent color quality. These Expo dry erase markers erase cleanly and easily from whiteboards and other nonporous surfaces with a dry cloth or Expo eraser. The dry erase marker ink is specially formulated to be low-odor making it perfect for use in classrooms, offices and homes. Use your colorful Expo dry erase markers to track, schedule and present.",Office Products,4.8,Some of the colors are hard to wipe away but overall the colors are great!,5.0 out of 5 stars,"Reviewed in the United States on May 2, 2024",positive
"EXPO Low Odor Dry Erase Markers, Chisel Tip, Assorted Colors, 12 Count",12,Out of Stock,Visit the EXPO Store,"Expo Low Odor Dry Erase Markers feature vivid ink that’s easy to see from a distance and provides consistent color quality. These Expo dry erase markers erase cleanly and easily from whiteboards and other nonporous surfaces with a dry cloth or Expo eraser. The dry erase marker ink is specially formulated to be low-odor making it perfect for use in classrooms, offices and homes. Use your colorful Expo dry erase markers to track, schedule and present.",Office Products,4.8,"I smell nothing at all when I use these on a whiteboard. The color isn’t dim, it’s very much there. Can go thick or thin with versatile tip. Almost all the colors are easy to read. Other than keeping the package they came in, there isn’t a great way to store these. They’re NOT magnetic.",5.0 out of 5 stars,"Reviewed in the United States on April 18, 2024",negative
